country,year,gdp_nominal,gdp_per_capita_nominal,gdp_ppp,gdp_per_capita_ppp,gdp_ppp_share,gdp_growth
COG,2006,8.073,2116.981,15.934,4178.399,0.022,8
COG,2007,8.784,2220.174,15.283,3862.892,0.019,-6.6
COG,2008,11.649,2848.341,16.56,4049.206,0.02,6.3
COG,2009,9.713,2281.47,18.601,4369.215,0.023,11.6
COG,2010,13.159,2965.182,20.697,4663.61,0.024,9.9
COG,2011,15.653,3414.461,21.59,4709.541,0.023,2.2
COG,2012,17.704,3756.238,24.179,5130.013,0.025,9.9
COG,2013,17.959,3719.705,24.415,5056.974,0.024,-0.7
COG,2014,17.918,3623.464,26.509,5360.943,0.025,6.7
COG,2015,11.891,2348.056,25.805,5095.42,0.023,-3.6
COG,2016,10.928,2106.937,24.75,4771.62,0.021,-5
COG,2017,11.83,2226.946,23.783,4476.994,0.019,-5.6
COG,2018,14.781,2716.492,30.668,5636.426,0.023,-2.3
COG,2019,13.977,2509.047,32.125,5766.755,0.023,1.1
COG,2020,11.485,2014.193,27.446,4813.316,0.02,-6.3
COG,2021,13.387,2293.987,33.306,5707.174,0.021,1.1
COG,2022,13.967,2339.437,36.322,6083.689,0.021,1.8
COG,2023,14.169,2308.52,38.373,6252.157,0.021,2
COG,2024,15.044,2384.399,40.403,6403.607,0.021,2.8
COG,2025,15.92,2454.478,42.649,6575.469,0.021,3.7
COG,2026,16.817,2522.121,44.957,6742.542,0.021,3.5
COG,2027,17.737,2587.661,47.363,6909.858,0.021,3.5
COG,2028,18.82,2670.943,50.07,7105.801,0.021,3.8
COG,2029,20.148,2781.53,52.947,7309.462,0.021,3.8
CRI,1980,4.854,2108.75,9.608,4174.002,0.073,0.8
CRI,1981,2.636,1111.35,10.28,4333.627,0.07,-2.3
CRI,1982,2.619,1071.935,10.12,4142.028,0.064,-7.3
CRI,1983,3.162,1257.355,10.817,4301.713,0.064,2.9
CRI,1984,3.678,1421.164,12.107,4678.343,0.066,8
CRI,1985,3.941,1478.366,12.58,4718.583,0.065,0.7
CRI,1986,4.425,1611.323,13.543,4931.649,0.066,5.5
CRI,1987,4.554,1612.564,14.54,5148.864,0.067,4.8
CRI,1988,4.636,1598.038,15.57,5367.198,0.066,3.4
CRI,1989,5.25,1763.481,17.097,5743.062,0.067,5.7
CRI,1990,5.737,1880.75,18.375,6023.621,0.067,3.6
CRI,1991,7.197,2305.412,19.427,6223.229,0.067,2.3
CRI,1992,8.566,2684.089,21.698,6799.154,0.066,9.2
CRI,1993,9.586,2926.912,23.788,7263.72,0.069,7.1
CRI,1994,10.489,3110.155,25.394,7529.621,0.07,4.5
CRI,1995,11.578,3336.709,27.004,7782.55,0.071,4.2
CRI,1996,11.683,3277.614,27.87,7818.356,0.069,1.4
CRI,1997,12.618,3450.907,29.903,8177.897,0.07,5.5
CRI,1998,13.688,3653.154,32.402,8647.548,0.073,7.2
CRI,1999,14.259,3715.408,34.246,8923.619,0.074,4.2
CRI,2000,15.016,3941.14,36.377,9547.188,0.073,3.9
CRI,2001,15.979,4041.943,38.494,9737.003,0.074,3.5
CRI,2002,16.584,4122.829,40.428,10050.676,0.074,3.4
CRI,2003,17.277,4227.819,43.006,10524.19,0.074,4.3
CRI,2004,18.615,4483.59,46.116,11107.53,0.074,4.4
CRI,2005,20.049,4756.337,49.454,11732.177,0.074,4
CRI,2006,22.717,5309.271,54.714,12787.714,0.075,7.3
CRI,2007,26.885,6194.045,60.813,14011.001,0.077,8.2
CRI,2008,30.802,6993.896,64.922,14741.221,0.079,4.7
CRI,2009,30.746,6879.266,64.752,14487.944,0.079,-0.9
CRI,2010,37.656,8268.859,69.052,15163.128,0.079,5.4
CRI,2011,42.762,9270.571,73.579,15951.569,0.079,4.4
CRI,2012,47.231,10107.452,78.609,16822.175,0.081,4.9
CRI,2013,50.949,10764.529,81.941,17312.577,0.08,2.5
CRI,2014,52.017,10853.638,86.322,18011.356,0.08,3.5
CRI,2015,56.442,11635.197,90.304,18615.889,0.08,3.7
CRI,2016,58.847,11986.918,94.995,19350.081,0.081,4.2
CRI,2017,60.517,12185.259,100.717,20279.603,0.081,4.2
CRI,2018,62.422,12428.924,106.583,21221.974,0.081,2.6
CRI,2019,64.412,12691.127,116.688,22990.944,0.084,2.4
CRI,2020,62.382,12163.927,111.258,21694.418,0.08,-4.3
CRI,2021,64.954,12539.282,122.15,23580.956,0.079,7.9
CRI,2022,69.235,13239.876,136.815,26163.154,0.079,4.6
CRI,2023,86.509,16390.222,148.984,28226.753,0.081,5.1
CRI,2024,95.149,17860.414,158.645,29779.185,0.082,4
CRI,2025,100.67,18722.033,167.186,31092.158,0.082,3.5
CRI,2026,106.796,19677.607,176.248,32474.434,0.082,3.5
CRI,2027,113.212,20666.831,185.769,33912.065,0.082,3.5
CRI,2028,120.01,21705.25,195.776,35408.261,0.083,3.5
CRI,2029,127.08,22771.271,206.253,36958.264,0.083,3.5
CIV,1980,13.877,1764.741,20.31,2582.721,0.153,5.2
CIV,1981,11.502,1429.982,23.009,2860.707,0.156,3.5
CIV,1982,10.32,1235.211,24.48,2930.066,0.155,0.2
CIV,1983,9.312,1060.684,24.802,2825.038,0.147,-2.5
CIV,1984,9.284,1028.742,25.184,2790.448,0.138,-2
CIV,1985,9.47,1010.216,26.915,2871.197,0.138,3.6
CIV,1986,12.675,1301.055,28.775,2953.594,0.14,4.8
CIV,1987,13.944,1377.855,29.341,2899.277,0.134,-0.5
CIV,1988,14.092,1379.623,30.722,3007.683,0.13,1.1
CIV,1989,13.487,1268.839,32.868,3092.091,0.129,3
CIV,1990,14.923,1348.805,33.727,3048.312,0.123,-1.1
CIV,1991,14.504,1260.371,34.881,3031.124,0.121,0
CIV,1992,15.416,1288.913,35.587,2975.295,0.108,-0.3
CIV,1993,15.268,1161.76,36.365,2766.995,0.106,-0.2
CIV,1994,11.492,848.957,37.205,2748.569,0.103,0.2
CIV,1995,15.205,1091.591,40.101,2878.905,0.105,5.6
CIV,1996,16.78,1171.414,44.158,3082.718,0.109,8.1
CIV,1997,16.203,1092.136,47.49,3200.917,0.111,5.7
CIV,1998,17.433,1134.494,50.392,3279.28,0.114,4.9
CIV,1999,17.114,1082.768,51.931,3285.532,0.112,1.6
CIV,2000,14.851,913.448,52.009,3198.988,0.104,-2.1
CIV,2001,15.485,925.966,53.245,3183.947,0.102,0.1
CIV,2002,17.148,996.887,53.17,3091.119,0.097,-1.7
CIV,2003,21.206,1198.538,53.483,3022.856,0.093,-1.4
CIV,2004,22.924,1259.645,55.598,3055.019,0.089,1.2
CIV,2005,23.626,1262.108,58.328,3115.956,0.087,1.7
CIV,2006,24.628,1279.071,61.038,3170.094,0.084,1.5
CIV,2007,28.158,1421.758,63.799,3221.34,0.081,1.8
CIV,2008,33.621,1650.425,66.681,3273.293,0.081,2.5
CIV,2009,33.693,1607.992,69.274,3306.035,0.084,3.3
CIV,2010,34.431,1597.512,71.53,3318.833,0.082,2
CIV,2011,35.529,1602.649,69.46,3133.187,0.075,-4.9
CIV,2012,37.03,1623.908,78.44,3439.894,0.08,10.9
CIV,2013,43.228,1843.024,87.172,3716.546,0.085,9.3
CIV,2014,48.882,2026.153,96.49,3999.447,0.089,8.8
CIV,2015,45.815,1846.22,105.997,4271.378,0.094,8.8
CIV,2016,48.408,1896.474,114.678,4492.756,0.098,7.2
CIV,2017,52.512,2000.09,125.384,4775.636,0.101,7.4
CIV,2018,58.522,2167.041,135.828,5029.584,0.103,4.8
CIV,2019,60.383,2173.778,155.524,5598.835,0.112,6.7
CIV,2020,63.119,2209.109,160.303,5610.457,0.115,0.7
CIV,2021,72.833,2478.224,179.178,6096.749,0.115,7.1
CIV,2022,70.324,2326.334,203.889,6744.7,0.118,6.2
CIV,2023,78.887,2537.065,224.322,7214.352,0.122,6.2
CIV,2024,86.993,2719.971,244.611,7648.157,0.126,6.5
CIV,2025,95.462,2901.813,264.994,8055.157,0.13,6.4
CIV,2026,103.94,3071.685,287.186,8487.061,0.134,6.4
CIV,2027,113.758,3268.378,314.398,9032.946,0.139,7.5
CIV,2028,123.482,3449.146,340.97,9524.076,0.144,6.5
CIV,2029,133.761,3632.39,368.751,10013.736,0.148,6.2
HRV,1992,0.568,120.002,41.873,8853.079,0.127,NA
HRV,1993,7.355,1590.588,39.437,8528.369,0.115,-8
HRV,1994,16.663,3683.029,42.655,9428.09,0.118,5.9
HRV,1995,20.65,4637.509,46.439,10428.971,0.122,6.6
HRV,1996,22.097,4916.983,50.066,11140.717,0.124,5.9
HRV,1997,22.094,4832.443,54.314,11879.757,0.127,6.6
HRV,1998,23.963,5324.026,55.947,12429.987,0.126,1.9
HRV,1999,23.585,5179.026,56.208,12342.609,0.121,-0.9
HRV,2000,22.138,5053.112,59.637,13612.548,0.119,3.7
HRV,2001,23.063,5363.399,62.883,14623.928,0.12,3.1
HRV,2002,26.739,6215.467,67.576,15707.957,0.124,5.8
HRV,2003,35.249,8191.829,72.769,16911.281,0.126,5.6
HRV,2004,41.836,9717.962,77.848,18083.063,0.125,4.2
HRV,2005,45.05,10452.38,83.752,19431.903,0.125,4.3
HRV,2006,49.601,11505.751,90.716,21042.847,0.124,5.1
HRV,2007,59.325,13764.592,97.901,22714.929,0.124,5.1
HRV,2008,68.515,15896.749,101.802,23619.984,0.123,2
HRV,2009,62.028,14408.429,95.038,22076.217,0.115,-7.2
HRV,2010,58.886,13710.364,95.017,22122.738,0.108,-1.2
HRV,2011,62.756,14659.284,96.921,22639.791,0.104,-0.1
HRV,2012,57.447,13459.966,96.453,22599.206,0.099,-2.3
HRV,2013,59.592,14001.926,97.797,22978.674,0.095,-0.3
HRV,2014,59.506,14040.962,99.158,23397.303,0.092,-0.3
HRV,2015,51.016,12135.14,102.632,24412.866,0.091,2.6
HRV,2016,52.726,12632.022,107.386,25727.35,0.092,3.6
HRV,2017,56.302,13648.851,112.986,27390.569,0.091,3.4
HRV,2018,61.886,15138.564,119.194,29157.034,0.091,3
HRV,2019,61.871,15220.474,131.43,32332.007,0.094,3.4
HRV,2020,58.179,14372.314,124.234,30690.102,0.089,-8.5
HRV,2021,69.651,17955.798,144.431,37234.082,0.093,13
HRV,2022,72.059,18687.46,165.603,42946.961,0.096,7
HRV,2023,82.711,21520.681,176.812,46005.225,0.096,3.1
HRV,2024,89.665,23380.437,187.192,48811.093,0.096,3.4
HRV,2025,96.028,25081.166,196.12,51223.926,0.096,2.9
HRV,2026,101.551,26567.688,205.226,53691.315,0.095,2.7
HRV,2027,106.368,27874.039,214.51,56213.068,0.095,2.6
HRV,2028,111.485,29263.52,224.12,58829.054,0.095,2.6
HRV,2029,116.917,30740.344,234.165,61567.484,0.094,2.6
CYP,1980,2.314,4549.59,3.096,6087.963,0.023,5.9
CYP,1981,2.242,4352.502,3.493,6781.936,0.024,3.1
CYP,1982,2.319,4452.666,3.941,7567.916,0.025,6.3
CYP,1983,2.321,4399.223,4.313,8174.915,0.026,5.3
CYP,1984,2.447,4575.652,4.864,9094.347,0.027,8.8
CYP,1985,2.611,4824.674,5.256,9712.771,0.027,4.7
CYP,1986,3.317,6057.903,5.553,10143.317,0.027,3.6
CYP,1987,3.979,7188.216,6.097,11015.995,0.028,7.1
CYP,1988,4.589,8204.3,6.837,12224.847,0.029,8.3
CYP,1989,4.901,8635.765,7.68,13533.308,0.03,8.1
CYP,1990,6.003,10359.998,8.557,14769.243,0.031,7.4
CYP,1991,6.195,10413.726,8.912,14980.95,0.031,0.7
CYP,1992,7.424,12158.597,9.969,16326.363,0.03,9.4
CYP,1993,7.098,11342.407,10.277,16421.644,0.03,0.7
CYP,1994,8.004,12525.318,11.115,17394.763,0.031,5.9
CYP,1995,9.937,15396.919,12.474,19328.311,0.033,9.9
CYP,1996,10.016,15260.553,12.861,19595.657,0.032,1.2
CYP,1997,9.544,14323.919,13.429,20153.591,0.031,2.6
CYP,1998,10.251,15181.803,14.409,21340.528,0.033,6.1
CYP,1999,10.502,15379.835,15.344,22469.575,0.033,5
CYP,2000,9.988,14464.816,16.627,24080.274,0.033,6
CYP,2001,10.397,14905.024,17.674,25336.742,0.034,4
CYP,2002,11.422,16188.394,18.616,26386.038,0.034,3.7
CYP,2003,14.552,20389.178,19.482,27296.54,0.034,2.6
CYP,2004,17.328,23969.991,21.011,29065.655,0.034,5
CYP,2005,18.713,25527.08,22.722,30995.988,0.034,4.9
CYP,2006,20.422,27448.569,24.527,32965.837,0.034,4.7
CYP,2007,24.082,31774.426,26.475,34931.806,0.034,5.1
CYP,2008,27.955,36009.56,27.97,36028.417,0.034,3.6
CYP,2009,26.02,32650.265,27.575,34601.555,0.033,-2
CYP,2010,25.821,31521.893,28.547,34850.24,0.033,2.3
CYP,2011,27.637,32910.616,29.257,34840.501,0.032,0.4
CYP,2012,25.063,29075.269,28.775,33380.881,0.029,-3.4
CYP,2013,23.96,27671.331,27.337,31571.272,0.027,-6.6
CYP,2014,23.232,27076.806,27.319,31840.244,0.025,-1.8
CYP,2015,19.911,23507.588,28.515,33665.361,0.025,3.4
CYP,2016,21.041,24802.599,30.678,36163.823,0.026,6.6
CYP,2017,22.938,26834.665,33.018,38626.82,0.027,5.7
CYP,2018,25.609,29631.99,35.391,40951.164,0.027,5.6
CYP,2019,25.95,29626.37,39.411,44995.253,0.028,5.5
CYP,2020,25.207,28386.27,38.176,42990.901,0.027,-3.4
CYP,2021,29.502,32926.483,43.639,48704.181,0.028,9.9
CYP,2022,29.274,32357.354,49.116,54288.993,0.029,5.1
CYP,2023,32.239,35015.587,52.138,56628.363,0.028,2.5
CYP,2024,34.79,37766.666,55.14,59857.876,0.028,3.3
CYP,2025,37.689,40551.733,57.891,62288.051,0.028,3.1
CYP,2026,39.813,42498.842,60.713,64809.2,0.028,3
CYP,2027,41.878,44363.899,63.657,67435.04,0.028,3
CYP,2028,44.017,46288.831,66.739,70184.268,0.028,3
CYP,2029,46.35,48403.116,69.99,73090.029,0.028,3
CZE,1995,60.565,5861.187,161.217,15601.878,0.422,NA
CZE,1996,67.805,6569.378,171.597,16625.458,0.425,4.5
CZE,1997,62.53,6065.51,173.516,16831.282,0.406,-0.6
CZE,1998,67.161,6521.063,174.776,16970.03,0.394,-0.4
CZE,1999,65.586,6374.041,179.693,17463.493,0.386,1.4
CZE,2000,62.171,6048.872,191.133,18596.172,0.382,4
CZE,2001,68.136,6659.088,201.138,19657.707,0.384,2.9
CZE,2002,82.596,8096.686,207.355,20326.606,0.38,1.5
CZE,2003,100.471,9857.191,218.429,21430.016,0.378,3.3
CZE,2004,120.148,11784.605,234.926,23042.435,0.377,4.7
CZE,2005,137.264,13458.775,257.739,25271.335,0.383,6.4
CZE,2006,156.236,15281.951,283.284,27708.888,0.389,6.6
CZE,2007,189.845,18513.803,306.929,29931.942,0.39,5.5
CZE,2008,236.82,22895.716,321.014,31035.579,0.389,2.6
CZE,2009,207.095,19863.767,307.496,29493.768,0.373,-4.8
CZE,2010,211.169,20184.18,319.682,30556.212,0.365,2.7
CZE,2011,231.429,22068.782,332.06,31664.824,0.358,1.8
CZE,2012,210.363,20024.209,335.636,31948.813,0.344,-0.8
CZE,2013,213.024,20256.925,341.206,32446.012,0.333,0
CZE,2014,210.911,20063.059,354.943,33764.198,0.329,2.2
CZE,2015,189.108,17944.844,376.002,35679.615,0.334,5
CZE,2016,198.161,18731.83,389.371,36806.635,0.332,2.6
CZE,2017,221.564,20882.415,416.849,39288.117,0.337,5.2
CZE,2018,251.992,23661.699,442.611,41560.489,0.336,2.8
CZE,2019,256.794,24013.061,486.787,45519.879,0.349,3.6
CZE,2020,251.11,23464.296,479.686,44823.06,0.345,-5.3
CZE,2021,290.973,27667.664,525.243,49943.717,0.338,4
CZE,2022,301.831,27876.28,578.711,53448.101,0.336,2.8
CZE,2023,343.208,31630.255,599.025,55206.513,0.325,-0.1
CZE,2024,342.992,31365.509,619.881,56686.216,0.319,1.1
CZE,2025,360.233,33038.228,645.545,59205.196,0.316,2.3
CZE,2026,377.338,34711.841,672.924,61903.201,0.313,2.3
CZE,2027,392.318,36201.558,699.736,64568.783,0.31,2.1
CZE,2028,408.002,37770.215,726.759,67278.722,0.307,2
CZE,2029,424.725,39435.808,754.835,70086.69,0.303,2
DNK,1980,70.811,13824.64,63.654,12427.419,0.481,-0.7
DNK,1981,61.46,11994.613,69.16,13497.291,0.468,-0.7
DNK,1982,60.084,11737.06,76.291,14902.966,0.483,3.9
DNK,1983,60.331,11791.596,81.379,15905.277,0.484,2.6
DNK,1984,58.869,11515.53,87.976,17209.184,0.483,4.3
DNK,1985,62.452,12218.954,94.526,18494.195,0.486,4.2
DNK,1986,87.749,17150.903,100.996,19740.091,0.493,4.7
DNK,1987,109.183,21304.876,103.98,20289.55,0.477,0.5
DNK,1988,115.54,22525.652,107.938,21043.606,0.458,0.3
DNK,1989,112.312,21894.222,112.951,22018.771,0.445,0.7
DNK,1990,138.219,26914.854,119.129,23197.564,0.436,1.7
DNK,1991,139.182,27044.086,124.953,24279.315,0.432,1.5
DNK,1992,152.966,29632.327,130.387,25258.418,0.396,2
DNK,1993,143.11,27624.212,133.37,25744.058,0.388,-0.1
DNK,1994,156.019,30023.075,143.427,27600.012,0.397,5.3
DNK,1995,184.85,35440.899,150.884,28928.722,0.395,3
DNK,1996,187.482,35703.887,158.102,30108.758,0.392,2.9
DNK,1997,173.242,32841.426,165.921,31453.461,0.388,3.2
DNK,1998,176.876,33405.3,171.685,32424.803,0.387,2.3
DNK,1999,177.887,33477.76,179.287,33741.367,0.385,3
DNK,2000,164.043,30777.178,190.169,35678.91,0.38,3.7
DNK,2001,164.881,30823.475,196.306,36698.147,0.375,1
DNK,2002,178.788,33304.059,200.262,37304.154,0.367,0.5
DNK,2003,218.422,40572.443,205.117,38100.996,0.355,0.4
DNK,2004,251.988,46684.835,216.484,40107.185,0.347,2.8
DNK,2005,265.15,48998.314,228.535,42232.126,0.34,2.4
DNK,2006,283.387,52213.64,244.581,45063.654,0.336,3.8
DNK,2007,320.213,58786.14,253.686,46572.896,0.322,1
DNK,2008,354.977,64826.681,257.494,47024.099,0.312,-0.4
DNK,2009,322.621,58536.553,246.185,44668,0.299,-5
DNK,2010,322.346,58240.45,253.125,45733.843,0.289,1.6
DNK,2011,344.316,61920.301,261.739,47069.987,0.282,1.3
DNK,2012,326.793,58559.563,266.599,47773.198,0.273,0
DNK,2013,344.631,61512.411,274.914,49068.753,0.268,1.4
DNK,2014,352.833,62700.908,283.277,50340.277,0.263,1.3
DNK,2015,301.759,53316.984,291.914,51577.438,0.26,2.1
DNK,2016,312.182,54699.182,303.751,53221.935,0.259,3.1
DNK,2017,331.611,57683.746,318.64,55427.449,0.258,3.1
DNK,2018,355.293,61456.783,331.591,57356.837,0.252,1.9
DNK,2019,345.402,59489.614,352.325,60682.02,0.253,1.7
DNK,2020,355.631,61075.932,365.525,62775.249,0.263,-1.8
DNK,2021,408.378,69927.264,411.976,70543.351,0.265,7.4
DNK,2022,401.946,68434.674,448.149,76301.226,0.26,1.5
DNK,2023,407.092,68618.872,475.861,80210.524,0.258,2.5
DNK,2024,412.293,69273.048,496.696,83454.418,0.255,1.9
DNK,2025,431.228,71966.691,514.051,85788.768,0.251,1.6
DNK,2026,448.531,74302.943,531.13,87986.299,0.247,1.4
DNK,2027,465.97,76593.169,548.678,90188.152,0.243,1.4
DNK,2028,484.417,78892.038,566.808,92310.254,0.239,1.4
DNK,2029,503.673,81574.684,585.544,94834.407,0.235,1.4
DJI,1990,0.635,1076.215,NA,2707.693,NA,NA
DJI,1991,0.65,1070.407,1.579,2602.029,0.005,-4.5
DJI,1992,0.672,1091.835,1.624,2640.571,0.005,0.6
DJI,1993,0.655,1058.462,1.55,2506.593,0.005,-6.8
DJI,1994,0.691,1109.77,1.562,2509.636,0.004,-1.4
DJI,1995,0.699,1109.097,1.539,2441.592,0.004,-3.5
DJI,1996,0.694,1078.124,1.509,2344.175,0.004,-3.7
DJI,1997,0.706,1068.48,1.516,2294.266,0.004,-1.2
DJI,1998,0.722,1061.623,1.535,2255.768,0.003,0.1
DJI,1999,0.759,1084.925,1.602,2288.855,0.003,2.9
DJI,2000,0.781,1088.219,1.65,2299.566,0.003,0.7
DJI,2001,0.811,1106.677,1.718,2343.081,0.003,1.8
DJI,2002,0.837,1121.167,1.801,2410.649,0.003,3.2
DJI,2003,0.882,1160.467,1.895,2494.189,0.003,3.2
DJI,2004,0.936,1212.849,2,2591.617,0.003,2.8
DJI,2005,0.996,1271.217,2.127,2715.052,0.003,3.1
DJI,2006,1.08,1359.487,2.298,2892.076,0.003,4.8
DJI,2007,1.191,1478.419,2.479,3077.221,0.003,5
DJI,2008,1.382,1692.43,2.673,3274.264,0.003,5.8
DJI,2009,1.426,1722.341,2.733,3301.367,0.003,1.6
DJI,2010,1.544,1837.212,2.881,3428.825,0.003,4.1
DJI,2011,1.74,2038.56,3.155,3695.505,0.003,7.3
DJI,2012,1.901,2190.283,3.369,3880.829,0.003,4.8
DJI,2013,2.044,2314.559,3.598,4073.123,0.004,5
DJI,2014,2.221,2470.925,3.924,4365.973,0.004,7.2
DJI,2015,2.424,2652.513,4.25,4649.454,0.004,7.3
DJI,2016,2.605,2803.689,4.596,4946.164,0.004,7.1
DJI,2017,2.763,2926.153,4.933,5225.282,0.004,5.5
DJI,2018,2.913,3038.268,5.448,5681.89,0.004,4.8
DJI,2019,3.089,3172.748,5.877,6036.474,0.004,5.5
DJI,2020,3.185,3223.83,6.188,6263.205,0.004,1.3
DJI,2021,3.386,3378.403,6.669,6654.407,0.004,4.5
DJI,2022,3.726,3666.833,7.421,7303.853,0.004,3.9
DJI,2023,4.011,3895.094,8.226,7988.555,0.004,7
DJI,2024,4.334,4154.792,8.971,8600.896,0.005,6.5
DJI,2025,4.665,4417.009,9.683,9168.626,0.005,6
DJI,2026,5.041,4716.518,10.406,9735.864,0.005,5.5
DJI,2027,5.426,5018.473,11.18,10339.767,0.005,5.5
DJI,2028,5.846,5346.528,12.011,10985.054,0.005,5.5
DJI,2029,6.235,5639.239,12.904,11670.745,0.005,5.5
DMA,1980,0.073,NA,0.132,NA,0.001,13.4
DMA,1981,0.082,1112.642,0.16,2173.079,0.001,10.8
DMA,1982,0.09,1217.573,0.177,2411.276,0.001,4.1
DMA,1983,0.099,1346.688,0.189,2579.029,0.001,2.6
DMA,1984,0.109,1495.272,0.204,2794.304,0.001,4.2
DMA,1985,0.119,1642.752,0.213,2934.181,0.001,1.4
DMA,1986,0.135,1864.889,0.233,3216.55,0.001,7.1
DMA,1987,0.152,2102.964,0.254,3516.823,0.001,6.3
DMA,1988,0.171,2377.904,0.283,3939.609,0.001,7.8
DMA,1989,0.185,2582.185,0.294,4101.024,0.001,-0.2
DMA,1990,0.201,2819.552,0.322,4501.228,0.001,5.4
DMA,1991,0.22,3087.299,0.337,4733.163,0.001,1.3
DMA,1992,0.234,3287.848,0.352,4938.893,0.001,2
DMA,1993,0.246,3448.673,0.368,5164.836,0.001,2.2
DMA,1994,0.264,3713.105,0.376,5276.485,0.001,0
DMA,1995,0.275,3855.291,0.395,5549.881,0.001,3
DMA,1996,0.292,4104.42,0.415,5826.485,0.001,3.1
DMA,1997,0.303,4254.367,0.431,6055.976,0.001,2.2
DMA,1998,0.322,4526.684,0.453,6354.631,0.001,3.8
DMA,1999,0.332,4657.561,0.461,6466.879,0.001,0.4
DMA,2000,0.333,4681.178,0.482,6767.526,0.001,2.3
DMA,2001,0.34,4775.344,0.493,6914.987,0.001,-0.1
DMA,2002,0.333,4680.264,0.486,6828.628,0.001,-2.8
DMA,2003,0.343,4825.77,0.527,7411.104,0.001,6.4
DMA,2004,0.367,5165.218,0.558,7848.108,0.001,3.1
DMA,2005,0.364,5127.438,0.579,8153.102,0.001,0.7
DMA,2006,0.39,5497.251,0.625,8802.316,0.001,4.7
DMA,2007,0.421,5939.91,0.683,9622.04,0.001,6.4
DMA,2008,0.458,6463.44,0.745,10513.206,0.001,7.1
DMA,2009,0.489,6903.996,0.741,10461.718,0.001,-1.2
DMA,2010,0.494,6980.957,0.755,10675.226,0.001,0.7
DMA,2011,0.501,7160.275,0.769,10990.132,0.001,-0.2
DMA,2012,0.486,6994.866,0.775,11154.961,0.001,-1.1
DMA,2013,0.498,7153.468,0.78,11202.516,0.001,-1
DMA,2014,0.52,7388.583,0.832,11807.407,0.001,4.8
DMA,2015,0.541,7596.222,0.816,11469.672,0.001,-2.7
DMA,2016,0.576,8089.25,0.847,11890.468,0.001,2.8
DMA,2017,0.522,7507.368,0.805,11588.946,0.001,-6.6
DMA,2018,0.555,7981.044,0.907,13051.491,0.001,3.5
DMA,2019,0.612,8466.407,1.032,14290.879,0.001,5.5
DMA,2020,0.504,6872.22,0.917,12505.036,0.001,-16.6
DMA,2021,0.555,7530.367,1.048,14212.229,0.001,6.9
DMA,2022,0.607,8193.119,1.185,15995.551,0.001,5.6
DMA,2023,0.654,8781.135,1.286,17265.606,0.001,4.7
DMA,2024,0.703,9391.59,1.377,18390.67,0.001,4.6
DMA,2025,0.748,9942.061,1.461,19417.864,0.001,4.2
DMA,2026,0.788,10419.848,1.536,20322.247,0.001,3.3
DMA,2027,0.827,10883.451,1.61,21192.6,0.001,2.9
DMA,2028,0.867,11348.425,1.685,22061.783,0.001,2.7
DMA,2029,0.905,11795.646,1.757,22893.869,0.001,2.4
DOM,1980,8.672,1534.317,14.242,2519.975,0.108,8
DOM,1981,9.698,1677.447,16.257,2812.068,0.11,4.3
DOM,1982,9.141,1545.099,17.555,2967.378,0.111,1.7
DOM,1983,9.461,1562.13,19.087,3151.556,0.113,4.6
DOM,1984,14.87,2397.598,20.023,3228.541,0.11,1.3
DOM,1985,6.496,1022.611,20.218,3182.65,0.104,-2.1
DOM,1986,7.891,1212.354,21.352,3280.457,0.104,3.5
DOM,1987,8.305,1245.272,24.094,3612.979,0.11,10.1
DOM,1988,7.605,1113.835,25.482,3732.046,0.108,2.2
DOM,1989,8.589,1230.744,27.647,3961.352,0.109,4.4
DOM,1990,7.995,1123.244,27.117,3809.71,0.099,-5.5
DOM,1991,9.887,1365.232,28.299,3907.648,0.098,0.9
DOM,1992,11.605,1573.686,32.192,4365.166,0.098,11.2
DOM,1993,13.081,1741.669,35.381,4710.849,0.103,7.4
DOM,1994,14.645,1916.439,37.077,4851.933,0.103,2.6
DOM,1995,16.637,2141.061,40.006,5148.39,0.105,5.7
DOM,1996,18.242,2309.916,43.174,5467.065,0.107,6
DOM,1997,20.017,2495.032,47.821,5960.507,0.112,8.9
DOM,1998,21.672,2658.543,51.605,6330.436,0.116,6.7
DOM,1999,22.137,2674.828,55.444,6699.479,0.119,5.9
DOM,2000,24.306,2894.303,59.343,7066.528,0.119,4.7
DOM,2001,25.602,3007.381,62.172,7303.176,0.119,2.5
DOM,2002,27.249,3158.393,65.976,7647.191,0.121,4.5
DOM,2003,21.518,2460.554,66.373,7589.789,0.115,-1.3
DOM,2004,22.506,2540.849,69.91,7892.592,0.112,2.6
DOM,2005,35.948,4008.356,78.9,8797.807,0.117,9.4
DOM,2006,37.998,4188.715,88.795,9788.391,0.122,9.2
DOM,2007,44.067,4803.473,97.964,10678.379,0.124,7.4
DOM,2008,48.206,5194.799,103.056,11105.648,0.125,3.2
DOM,2009,48.319,5151.172,104.673,11158.952,0.127,0.9
DOM,2010,53.921,5688.751,114.78,12109.395,0.131,8.3
DOM,2011,58.088,6063.35,120.819,12611.426,0.13,3.1
DOM,2012,60.747,6274.865,126.413,13057.897,0.13,2.7
DOM,2013,62.758,6413.934,134.832,13779.946,0.132,4.9
DOM,2014,67.264,6805.662,146.853,14858.385,0.136,7.1
DOM,2015,71.254,7139.507,158.482,15879.616,0.141,6.9
DOM,2016,75.777,7521.268,170.642,16937.126,0.146,6.7
